5.062160491943359375e-01,1.473300000000000000e+04,1.273738555908203125e+02,4.956922912597656250e+01,2.472562713623046875e+02
5.082173347473144531e-01,1.473400000000000000e+04,1.273712768554687500e+02,4.956992340087890625e+01,2.472576446533203125e+02
5.112066268920898438e-01,1.473500000000000000e+04,1.273701248168945312e+02,4.956936645507812500e+01,2.472572479248046875e+02
5.152006149291992188e-01,1.473600000000000000e+04,1.273757858276367188e+02,4.956759643554687500e+01,2.472599945068359375e+02
5.201716423034667969e-01,1.473700000000000000e+04,1.273750991821289062e+02,4.956716156005859375e+01,2.472593688964843750e+02
5.231649875640869141e-01,1.473800000000000000e+04,1.273717193603515625e+02,4.956728363037109375e+01,2.472585449218750000e+02
5.271577835083007812e-01,1.473900000000000000e+04,1.273728790283203125e+02,4.956930160522460938e+01,2.472564392089843750e+02
5.311410427093505859e-01,1.474000000000000000e+04,1.273768005371093750e+02,4.956430435180664062e+01,2.472562255859375000e+02
5.351307392120361328e-01,1.474100000000000000e+04,1.273741378784179688e+02,4.956523895263671875e+01,2.472546234130859375e+02
5.391442775726318359e-01,1.474200000000000000e+04,1.273738098144531250e+02,4.956318283081054688e+01,2.472517089843750000e+02
5.441079139709472656e-01,1.474300000000000000e+04,1.273747024536132812e+02,4.956128311157226562e+01,2.472501068115234375e+02
5.471067428588867188e-01,1.474400000000000000e+04,1.273725128173828125e+02,4.956009674072265625e+01,2.472478942871093750e+02
5.510959625244140625e-01,1.474500000000000000e+04,1.273700637817382812e+02,4.955668258666992188e+01,2.472458496093750000e+02
5.550789833068847656e-01,1.474600000000000000e+04,1.273688507080078125e+02,4.955661010742187500e+01,2.472409515380859375e+02
5.590801239013671875e-01,1.474700000000000000e+04,1.273801956176757812e+02,4.955395126342773438e+01,2.472388610839843750e+02
5.640559196472167969e-01,1.474800000000000000e+04,1.273720779418945312e+02,4.955443572998046875e+01,2.472361450195312500e+02
5.670483112335205078e-01,1.474900000000000000e+04,1.273790359497070312e+02,4.955269241333007812e+01,2.472328186035156250e+02
5.720365047454833984e-01,1.475000000000000000e+04,1.273748168945312500e+02,4.955500793457031250e+01,2.472293548583984375e+02
5.750262737274169922e-01,1.475100000000000000e+04,1.273712997436523438e+02,4.955877304077148438e+01,2.472251434326171875e+02
5.790195465087890625e-01,1.475200000000000000e+04,1.273737564086914062e+02,4.955830764770507812e+01,2.472221679687500000e+02
5.830121040344238281e-01,1.475300000000000000e+04,1.273711318969726562e+02,4.956243896484375000e+01,2.472212066650390625e+02
