0.000000000000000000e+00,4.372240000000000000e+05,1.180925827026367188e+02,3.373171234130859375e+01,2.706259460449218750e+02
4.986763000488281250e-03,4.372250000000000000e+05,1.180956802368164062e+02,3.372814941406250000e+01,2.706262512207031250e+02
7.978677749633789062e-03,4.372260000000000000e+05,1.180996398925781250e+02,3.372833251953125000e+01,2.706272888183593750e+02
1.196813583374023438e-02,4.372270000000000000e+05,1.180950851440429688e+02,3.373115158081054688e+01,2.706250305175781250e+02
1.595735549926757812e-02,4.372280000000000000e+05,1.181006088256835938e+02,3.373146820068359375e+01,2.706256713867187500e+02
1.994681358337402344e-02,4.372290000000000000e+05,1.180968322753906250e+02,3.373289871215820312e+01,2.706249084472656250e+02
2.393603324890136719e-02,4.372300000000000000e+05,1.180879669189453125e+02,3.373521423339843750e+01,2.706226501464843750e+02
2.792549133300781250e-02,4.372310000000000000e+05,1.180883941650390625e+02,3.373556137084960938e+01,2.706249084472656250e+02
3.191471099853515625e-02,4.372320000000000000e+05,1.180986785888671875e+02,3.373281860351562500e+01,2.706285095214843750e+02
3.590393066406250000e-02,4.372330000000000000e+05,1.181031875610351562e+02,3.373273849487304688e+01,2.706264648437500000e+02
3.989362716674804688e-02,4.372340000000000000e+05,1.181037521362304688e+02,3.373754119873046875e+01,2.706287231445312500e+02
4.388284683227539062e-02,4.372350000000000000e+05,1.181082153320312500e+02,3.373456573486328125e+01,2.706301574707031250e+02
4.787230491638183594e-02,4.372360000000000000e+05,1.181058502197265625e+02,3.373913192749023438e+01,2.706320495605468750e+02
5.186200141906738281e-02,4.372370000000000000e+05,1.181060638427734375e+02,3.374279022216796875e+01,2.706318664550781250e+02
5.585074424743652344e-02,4.372380000000000000e+05,1.181060409545898438e+02,3.374464416503906250e+01,2.706314086914062500e+02
5.984044075012207031e-02,4.372390000000000000e+05,1.181073074340820312e+02,3.374456024169921875e+01,2.706326599121093750e+02
6.382942199707031250e-02,4.372400000000000000e+05,1.181018905639648438e+02,3.374670410156250000e+01,2.706334838867187500e+02
6.781935691833496094e-02,4.372410000000000000e+05,1.181063919067382812e+02,3.374686431884765625e+01,2.706357421875000000e+02
7.180833816528320312e-02,4.372420000000000000e+05,1.181126480102539062e+02,3.374826049804687500e+01,2.706357421875000000e+02
7.579755783081054688e-02,4.372430000000000000e+05,1.181118927001953125e+02,3.374827957153320312e+01,2.706351318359375000e+02
7.978701591491699219e-02,4.372440000000000000e+05,1.181096572875976562e+02,3.374971008300781250e+01,2.706338500976562500e+02
8.377695083618164062e-02,4.372450000000000000e+05,1.181052780151367188e+02,3.374742889404296875e+01,2.706355285644531250e+02
8.776569366455078125e-02,4.372460000000000000e+05,1.181084594726562500e+02,3.374837112426757812e+01,2.706374511718750000e+02
9.175515174865722656e-02,4.372470000000000000e+05,1.181052780151367188e+02,3.374359512329101562e+01,2.706338500976562500e+02
9.574437141418457031e-02,4.372480000000000000e+05,1.181024322509765625e+02,3.374780654907226562e+01,2.706320800781250000e+02
9.973382949829101562e-02,4.372490000000000000e+05,1.181031646728515625e+02,3.375165939331054688e+01,2.706332092285156250e+02
1.037232875823974609e-01,4.372500000000000000e+05,1.181056289672851562e+02,3.374816131591796875e+01,2.706320800781250000e+02
1.077125072479248047e-01,4.372510000000000000e+05,1.181022033691406250e+02,3.374951553344726562e+01,2.706293334960937500e+02
1.117017269134521484e-01,4.372520000000000000e+05,1.181072692871093750e+02,3.375154495239257812e+01,2.706275939941406250e+02
1.156909465789794922e-01,4.372530000000000000e+05,1.181103363037109375e+02,3.374835586547851562e+01,2.706302185058593750e+02
1.196811199188232422e-01,4.372540000000000000e+05,1.181095809936523438e+02,3.374770355224609375e+01,2.706282958984375000e+02
1.236701011657714844e-01,4.372550000000000000e+05,1.180997009277343750e+02,3.374761581420898438e+01,2.706273193359375000e+02
1.276600360870361328e-01,4.372560000000000000e+05,1.181056594848632812e+02,3.374784469604492188e+01,2.706249389648437500e+02
1.316485404968261719e-01,4.372570000000000000e+05,1.180989685058593750e+02,3.375435256958007812e+01,2.706252441406250000e+02
1.356379985809326172e-01,4.372580000000000000e+05,1.181021423339843750e+02,3.375133514404296875e+01,2.706227722167968750e+02
1.396272182464599609e-01,4.372590000000000000e+05,1.181037902832031250e+02,3.375006866455078125e+01,2.706206054687500000e+02
1.436166763305664062e-01,4.372600000000000000e+05,1.181083984375000000e+02,3.374977111816406250e+01,2.706200866699218750e+02
1.476061344146728516e-01,4.372610000000000000e+05,1.181095199584960938e+02,3.374751281738281250e+01,2.706204223632812500e+02
1.515963077545166016e-01,4.372620000000000000e+05,1.181111145019531250e+02,3.375018692016601562e+01,2.706193237304687500e+02
1.555848121643066406e-01,4.372630000000000000e+05,1.181022491455078125e+02,3.375459289550781250e+01,2.706152343750000000e+02
1.595740318298339844e-01,4.372640000000000000e+05,1.181041030883789062e+02,3.375531387329101562e+01,2.706177368164062500e+02
1.635634899139404297e-01,4.372650000000000000e+05,1.181074523925781250e+02,3.375621414184570312e+01,2.706188354492187500e+02
1.675536632537841797e-01,4.372660000000000000e+05,1.181105422973632812e+02,3.375485229492187500e+01,2.706188049316406250e+02
1.715419292449951172e-01,4.372670000000000000e+05,1.181096725463867188e+02,3.376278686523437500e+01,2.706187744140625000e+02
1.755316257476806641e-01,4.372680000000000000e+05,1.181176757812500000e+02,3.375992202758789062e+01,2.706193847656250000e+02
1.795210838317871094e-01,4.372690000000000000e+05,1.181118545532226562e+02,3.376064682006835938e+01,2.706182861328125000e+02
1.835105419158935547e-01,4.372700000000000000e+05,1.181144638061523438e+02,3.376321411132812500e+01,2.706227722167968750e+02
1.874997615814208984e-01,4.372710000000000000e+05,1.181125411987304688e+02,3.376706314086914062e+01,2.706216735839843750e+02
1.914889812469482422e-01,4.372720000000000000e+05,1.181166381835937500e+02,3.376316070556640625e+01,2.706207580566406250e+02
1.954782009124755859e-01,4.372730000000000000e+05,1.181193008422851562e+02,3.376279067993164062e+01,2.706236877441406250e+02
1.994676589965820312e-01,4.372740000000000000e+05,1.181175003051757812e+02,3.376472854614257812e+01,2.706238708496093750e+02
2.034571170806884766e-01,4.372750000000000000e+05,1.181122970581054688e+02,3.376665496826171875e+01,2.706218261718750000e+02
2.074465751647949219e-01,4.372760000000000000e+05,1.181096343994140625e+02,3.376703262329101562e+01,2.706238098144531250e+02
2.114355564117431641e-01,4.372770000000000000e+05,1.181071090698242188e+02,3.376598739624023438e+01,2.706244506835937500e+02
2.154250144958496094e-01,4.372780000000000000e+05,1.181147003173828125e+02,3.376196289062500000e+01,2.706241760253906250e+02
2.194142341613769531e-01,4.372790000000000000e+05,1.181141204833984375e+02,3.376310729980468750e+01,2.706264343261718750e+02
2.234036922454833984e-01,4.372800000000000000e+05,1.181114044189453125e+02,3.376052093505859375e+01,2.706265869140625000e+02
2.273933887481689453e-01,4.372810000000000000e+05,1.181147155761718750e+02,3.376011276245117188e+01,2.706273193359375000e+02
2.313826084136962891e-01,4.372820000000000000e+05,1.181019973754882812e+02,3.376062393188476562e+01,2.706251525878906250e+02
