,par_id,soa,target_location,congruency_area,congruency_area_continuous,congruency_area_absolute,sub_ind,sub_area,sub_area_continuous
195,5,1100.0,2.0,22.742379520140233,22.087911578374587,22.742379520140233,19,1.0950842316474658,1.1788853612188177
196,5,1100.0,2.0,22.742379520140233,22.087911578374587,22.742379520140233,39,-4.776219346822337,-4.902123450718818
197,5,1100.0,2.0,22.742379520140233,22.087911578374587,22.742379520140233,59,-7.313797552571678,-7.180571493494426
198,5,1100.0,2.0,22.742379520140233,22.087911578374587,22.742379520140233,79,13.507094281854492,13.93742926377945
199,5,1100.0,2.0,22.742379520140233,22.087911578374587,22.742379520140233,99,18.072056763374817,18.24172127539805
200,6,100.0,1.0,219.92697611995183,219.22717254292183,219.92697611995183,19,8.343866778203044,9.072609656258635
201,6,100.0,1.0,219.92697611995183,219.22717254292183,219.92697611995183,39,44.02055141318056,44.670513214713424
202,6,100.0,1.0,219.92697611995183,219.22717254292183,219.92697611995183,59,61.052711844330275,61.30884501618334
203,6,100.0,1.0,219.92697611995183,219.22717254292183,219.92697611995183,79,60.32671219110017,59.764436541761825
204,6,100.0,1.0,219.92697611995183,219.22717254292183,219.92697611995183,99,34.564133392963925,34.14194769834921
205,6,350.0,1.0,-50.192726210615746,-51.490436330194825,50.192726210615746,19,-7.722188013830721,-8.434570447841665
206,6,350.0,1.0,-50.192726210615746,-51.490436330194825,50.192726210615746,39,-57.844592178876624,-58.857729102285816
207,6,350.0,1.0,-50.192726210615746,-51.490436330194825,50.192726210615746,59,-47.00362250362605,-45.545611698352104
208,6,350.0,1.0,-50.192726210615746,-51.490436330194825,50.192726210615746,79,18.46843783467159,19.653890579849758
209,6,350.0,1.0,-50.192726210615746,-51.490436330194825,50.192726210615746,99,45.18537614241933,45.499616088402945
210,6,850.0,1.0,67.05625597228722,66.07270966153465,67.05625597228722,19,-0.5438810419953959,-0.5791360411275264
211,6,850.0,1.0,67.05625597228722,66.07270966153465,67.05625597228722,39,2.9987693503096757,3.2526421903306755
212,6,850.0,1.0,67.05625597228722,66.07270966153465,67.05625597228722,59,9.285964241082667,9.488413830384843
213,6,850.0,1.0,67.05625597228722,66.07270966153465,67.05625597228722,79,21.38422501955499,21.477883110274888
214,6,850.0,1.0,67.05625597228722,66.07270966153465,67.05625597228722,99,29.76288632924536,30.184760647402072
215,6,1100.0,1.0,29.689110749589094,29.6258273024132,29.689110749589094,19,-3.2663385033344703,-3.3849771410843914
216,6,1100.0,1.0,29.689110749589094,29.6258273024132,29.689110749589094,39,-4.646862352007123,-4.680628344808724
217,6,1100.0,1.0,29.689110749589094,29.6258273024132,29.689110749589094,59,4.0499204622505545,4.635429275250544
218,6,1100.0,1.0,29.689110749589094,29.6258273024132,29.689110749589094,79,26.46608334669419,26.606129869794586
219,6,1100.0,1.0,29.689110749589094,29.6258273024132,29.689110749589094,99,5.292131412399073,4.701379034873753
220,6,100.0,2.0,-162.83156791719762,-162.788580922841,162.83156791719762,19,-0.7780990782258428,-0.7588182405878428
221,6,100.0,2.0,-162.83156791719762,-162.788580922841,162.83156791719762,39,-8.68616134066695,-9.34177811249117
222,6,100.0,2.0,-162.83156791719762,-162.788580922841,162.83156791719762,59,-54.01964769147074,-55.64983626535877
223,6,100.0,2.0,-162.83156791719762,-162.788580922841,162.83156791719762,79,-78.49506521496953,-77.33053424712261
224,6,100.0,2.0,-162.83156791719762,-162.788580922841,162.83156791719762,99,-12.54186445817544,-11.495857850205539
225,6,350.0,2.0,-180.89889594286387,-181.80020085474007,180.89889594286387,19,2.13577768530343,2.134762963752536
226,6,350.0,2.0,-180.89889594286387,-181.80020085474007,180.89889594286387,39,-38.835784255153044,-41.07521918635979
227,6,350.0,2.0,-180.89889594286387,-181.80020085474007,180.89889594286387,59,-109.11476219608242,-109.38602448974075
228,6,350.0,2.0,-180.89889594286387,-181.80020085474007,180.89889594286387,79,-50.4920035236843,-47.89043494558882
