vib,modality,vision,par_id,traj_ind,x,y
novib,limb,preview,16,85,-205.7475,194.7348
novib,limb,preview,16,90,-205.5481,195.6634923
novib,limb,preview,16,95,-204.8933769,196.4399846
novib,limb,preview,16,100,-204.2888615,197.5756
novib,limb,full,2,0,-408.843675,11.32015
novib,limb,full,2,5,-408.888625,13.15118333
novib,limb,full,2,10,-406.7939083,16.91573333
novib,limb,full,2,15,-397.535575,32.81535
novib,limb,full,2,20,-388.6256833,46.71791667
novib,limb,full,2,25,-375.4624333,66.46453333
novib,limb,full,2,30,-363.0686667,82.56543333
novib,limb,full,2,35,-348.3126667,100.1698583
novib,limb,full,2,40,-333.279975,115.562125
novib,limb,full,2,45,-318.185975,129.7308167
novib,limb,full,2,50,-296.8403833,147.6907417
novib,limb,full,2,55,-287.475475,154.1544167
novib,limb,full,2,60,-275.5330583,162.1748833
novib,limb,full,2,65,-264.7060417,168.1597167
novib,limb,full,2,70,-255.167075,173.3974333
novib,limb,full,2,75,-247.0662583,176.3707417
novib,limb,full,2,80,-242.47715,178.682425
novib,limb,full,2,85,-238.4678667,180.8208
novib,limb,full,2,90,-233.7199167,182.9766583
novib,limb,full,2,95,-233.139375,183.314675
novib,limb,full,2,100,-231.6528583,184.5429917
novib,limb,full,3,0,-408.0396929,2.137489286
novib,limb,full,3,5,-405.4638214,5.914728571
novib,limb,full,3,10,-399.66615,15.08396429
novib,limb,full,3,15,-391.7600643,27.23104286
novib,limb,full,3,20,-378.8280929,44.84305714
novib,limb,full,3,25,-360.6071857,66.39874286
novib,limb,full,3,30,-347.2773786,80.3968
novib,limb,full,3,35,-331.0554,96.29552857
novib,limb,full,3,40,-314.5619571,111.0916857
novib,limb,full,3,45,-298.6957929,124.2841929
novib,limb,full,3,50,-281.0023357,138.2103571
novib,limb,full,3,55,-271.0549571,145.8676214
novib,limb,full,3,60,-260.7652,153.7897
novib,limb,full,3,65,-252.0580929,160.3905714
novib,limb,full,3,70,-244.9013286,165.7174714
novib,limb,full,3,75,-238.9293643,170.4055
novib,limb,full,3,80,-236.2928643,172.7625643
novib,limb,full,3,85,-233.5194571,174.8030929
novib,limb,full,3,90,-231.99965,176.2530357
novib,limb,full,3,95,-231.2275,177.8700714
novib,limb,full,3,100,-231.0713143,179.2676786
novib,limb,full,4,0,-413.9720923,7.769607692
novib,limb,full,4,5,-409.3776538,12.39794615
novib,limb,full,4,10,-402.9239077,21.00695385
novib,limb,full,4,15,-395.9615077,33.0137
novib,limb,full,4,20,-387.4180462,48.33274615
novib,limb,full,4,25,-374.5408462,70.02286923
novib,limb,full,4,30,-360.9545385,90.2995
novib,limb,full,4,35,-345.2433769,110.5384385
novib,limb,full,4,40,-329.6117692,127.3581308
novib,limb,full,4,45,-311.5539692,143.4415
novib,limb,full,4,50,-291.9708769,157.5678615
novib,limb,full,4,55,-286.5398,160.6725385
novib,limb,full,4,60,-272.5646,169.0308846
novib,limb,full,4,65,-261.2369538,175.1088231
novib,limb,full,4,70,-250.7490231,180.2517077
novib,limb,full,4,75,-241.0096462,184.3732154
novib,limb,full,4,80,-234.4161846,186.5893846
novib,limb,full,4,85,-230.8207692,187.6168769
novib,limb,full,4,90,-228.6532692,188.6306077
novib,limb,full,4,95,-227.1222385,189.1212846
novib,limb,full,4,100,-226.5088308,189.2716846
novib,limb,full,6,0,-402.72732,10.18480667
novib,limb,full,6,5,-400.00334,18.55683333
novib,limb,full,6,10,-395.1274333,30.41998
novib,limb,full,6,15,-389.4421533,41.63074667
novib,limb,full,6,20,-375.9255867,63.28945333
novib,limb,full,6,25,-358.44136,85.40118667
novib,limb,full,6,30,-343.7524467,101.05076
novib,limb,full,6,35,-327.5425733,116.6064
novib,limb,full,6,40,-311.1998933,130.7743467
novib,limb,full,6,45,-294.7277667,143.6421467
novib,limb,full,6,50,-275.8822067,156.80242
novib,limb,full,6,55,-266.2362667,162.9619733
novib,limb,full,6,60,-255.4226067,169.6792667
novib,limb,full,6,65,-246.6389733,174.98988
novib,limb,full,6,70,-238.1855067,179.78998
novib,limb,full,6,75,-232.6535667,182.7415667
novib,limb,full,6,80,-229.0774733,184.7222267
novib,limb,full,6,85,-225.8064867,186.7126333
novib,limb,full,6,90,-223.86494,187.6844133
novib,limb,full,6,95,-222.3617533,188.0363133
novib,limb,full,6,100,-221.0968533,188.8842867
novib,limb,full,7,0,-402.3360143,7.845871429
novib,limb,full,7,5,-398.8792143,14.46942143
novib,limb,full,7,10,-392.8360929,25.25621429
novib,limb,full,7,15,-384.3924357,38.67326429
novib,limb,full,7,20,-376.1637571,50.33798571
novib,limb,full,7,25,-362.4394714,67.85823571
novib,limb,full,7,30,-351.9111643,79.99216429
novib,limb,full,7,35,-335.8484,96.92999286
novib,limb,full,7,40,-319.06905,112.9805
novib,limb,full,7,45,-302.6454929,127.5145786
novib,limb,full,7,50,-287.4608929,140.1539857
novib,limb,full,7,55,-281.1484286,145.2172643
novib,limb,full,7,60,-268.5874571,155.0320714
novib,limb,full,7,65,-257.7497357,163.1284214
novib,limb,full,7,70,-248.6861786,169.6225429
novib,limb,full,7,75,-241.1562071,174.822
novib,limb,full,7,80,-237.1255429,177.4543214
novib,limb,full,7,85,-233.4117214,179.8411143
novib,limb,full,7,90,-230.3463286,182.0922786
novib,limb,full,7,95,-228.8493357,183.7533071
novib,limb,full,7,100,-228.2269357,184.9624143
novib,limb,full,8,0,-398.1215231,4.357146154
novib,limb,full,8,5,-396.1753385,6.156720769
novib,limb,full,8,10,-391.7470846,11.38550769
novib,limb,full,8,15,-383.6540538,20.97996154
novib,limb,full,8,20,-372.2722077,34.50016923
novib,limb,full,8,25,-356.9600615,52.00694615
novib,limb,full,8,30,-344.4275923,65.46220769
novib,limb,full,8,35,-326.5374769,83.81136154
novib,limb,full,8,40,-307.989,101.5937308
novib,limb,full,8,45,-290.3685692,117.7228385
novib,limb,full,8,50,-272.3513846,133.7768154
novib,limb,full,8,55,-261.1421923,143.7634615
novib,limb,full,8,60,-250.5533462,153.7196231
novib,limb,full,8,65,-242.4560231,161.8123154
novib,limb,full,8,70,-236.2985231,168.3381385
novib,limb,full,8,75,-231.2786769,173.6882462
novib,limb,full,8,80,-228.5715077,176.3808077
novib,limb,full,8,85,-225.3238923,179.2680846
novib,limb,full,8,90,-222.5905077,181.1636692
