location,target,cue_ind,soa,screen_calib_routine.thisRepN,screen_calib_routine.thisTrialN,screen_calib_routine.thisN,screen_calib_routine.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_welcome.started,text_welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,trial_type,text_4.started,text_4.stopped,screen_calib_circle_2.started,screen_calib_circle_2.stopped,calib_start.started,calib_start.stopped,screen_calib_circle.started,screen_calib_circle.stopped,text_5.started,text_5.stopped,sound_2.started,sound_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_7.started,text_7.stopped,keep_trial,text_instr_2.started,text_instr_2.stopped,soa_actual,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,participant,expVersion,age,sex,date,expName,psychopyVersion,frameRate,
,2,2,1100,,,,,5,0,80,15,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,1.1167042999986734,space,3.537468999998964,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,5,1,81,13,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.36673159999918425,space,3.7862593999998353,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,5,2,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668649999774061,space,1.1993419999998878,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,5,3,83,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666490000061458,space,0.8967785999993794,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,5,4,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36662190000060946,space,1.352128000002267,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,5,5,85,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667131000001973,space,0.6487162000012177,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,5,6,86,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666649000006146,space,0.8421387999987928,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,5,7,87,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36663299999781884,space,0.7843118000018876,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,5,8,88,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11667519999900833,space,0.7725589000001492,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,5,9,89,8,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.11670889999732026,space,3.5507870000001276,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,5,10,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167110999995202,space,0.7553684000013163,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,5,11,91,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666908999985026,space,0.5816010000016831,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,5,12,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667070000010426,space,0.6521584999973129,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,5,13,93,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166367000005266,space,0.6202351000029012,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,5,14,94,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167530999991868,space,0.6712216999985685,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,5,15,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667198000002827,space,0.7740718999993987,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,6,0,96,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666583000012906,space,0.5289978000000701,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,6,1,97,10,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.8667012000005343,space,4.225229200001195,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,6,2,98,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116694100001041,space,0.8118256999987352,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,6,3,99,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167120999998588,space,1.1507893000016338,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,6,4,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8665772000022116,space,0.7267108000014559,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,6,5,101,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167165000006207,space,1.210031300000992,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,6,6,102,8,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.11668869999994058,space,2.483159400002478,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,6,7,103,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11651690000144299,space,0.6738523000021814,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,6,8,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11670380000214209,space,0.6616003999988607,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,6,9,105,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666793000011239,space,0.6867658000010124,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,6,10,106,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668650000137859,space,0.6563764000020456,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,6,11,107,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666506999979902,space,0.5629598000014084,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,6,12,108,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116639199997735,space,0.5925855000023148,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,6,13,109,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36666320000222186,space,0.8017550000004121,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,6,14,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.8666696000000229,space,4.647864499998832,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,6,15,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666746000017156,space,0.6458456000000297,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,7,0,112,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11662859999705688,space,0.6880043000019214,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,7,1,113,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116665199999261,space,0.5738788999988174,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,7,2,114,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666836999982479,space,0.7690954000026977,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,7,3,115,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667228000012983,space,0.5665975000010803,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,7,4,116,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666960000009567,space,0.6517858999977761,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,7,5,117,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166790000024776,space,0.5596957999987353,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,7,6,118,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666850000008708,space,0.6554840999997396,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,7,7,119,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166236999997636,space,0.9193004000007932,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,7,8,120,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166633000029833,space,0.5597221999996691,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,7,9,121,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166529000001901,space,0.6515613999981724,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,7,10,122,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666640000112238,space,0.6207799000003433,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,7,11,123,14,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,0.8667053999997734,space,21.655401500000153,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,7,12,124,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3667143999991822,space,0.7392828000010923,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,7,13,125,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11669610000171815,space,0.8247866999990947,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,7,14,126,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36670419999791193,space,1.458541799998784,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,7,15,127,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666813999989245,space,0.5960487000011199,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,8,0,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11669909999909578,space,0.749242999998387,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,8,1,129,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167042999986734,space,0.8423278000009304,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,8,2,130,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667144999999437,space,0.6202770999989298,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,8,3,131,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11667820000002393,space,0.6930531999969389,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,8,4,132,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667022999979963,space,0.6481695000002219,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,8,5,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11670439999943483,space,0.5429001999982574,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,8,6,134,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166981000023952,space,0.7378649000020232,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,8,7,135,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11676160000206437,space,1.618130899998505,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,8,8,136,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167577999985951,space,1.1058878999974695,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,8,9,137,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666840999976557,space,0.8057426000013947,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,8,10,138,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666772999968089,space,0.7589912000003096,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,8,11,139,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36669719999918016,space,0.9352781999987201,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,8,12,140,7,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,1.1166416999985813,space,2.0650915000005625,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,8,13,141,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8667314999984228,space,0.6794034000013198,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,8,14,142,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.366667199999938,space,0.6677232000001823,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,8,15,143,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666770000018005,space,1.888068199998088,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,9,0,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11672990000079153,space,2.8375018000006094,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,9,1,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666871999994328,space,2.8583719999987807,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,9,2,146,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666685999996844,space,1.4449798999994528,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,9,3,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666260000129114,space,0.7066863999971247,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,9,4,148,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167260000001988,space,11.993696399997134,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,9,5,149,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666869000007864,space,1.3098984000025666,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,9,6,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36670910000248114,space,2.182824500003335,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,9,7,151,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.86671479999859,space,1.4337208999968425,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,9,8,152,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11669930000061868,space,0.6135275999986334,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,9,9,153,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666746000017156,space,1.6488620999989507,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,9,10,154,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666856000018015,space,1.042476300000999,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,9,11,155,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166684000017995,space,2.0518764999978885,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,9,12,156,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666410000179894,space,0.7426578000013251,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,9,13,157,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36667899999883957,space,1.3781818999996176,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,9,14,158,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166856000018015,space,2.197068900000886,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,9,15,159,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1166974999978265,space,0.913869899999554,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,850,,,,,10,0,160,14,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666903999983333,space,0.7292032000004838,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,10,1,161,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666204000001017,space,0.7050057000014931,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,10,2,162,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11668469999858644,space,0.7057153999994625,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,10,3,163,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116721399997914,space,0.9748067000000447,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,850,,,,,10,4,164,2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666647000027297,space,2.0887531000007584,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,350,,,,,10,5,165,9,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36655009999958565,space,0.7645763999971678,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,1100,,,,,10,6,166,3,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167542000002868,space,2.4783806999985245,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,350,,,,,10,7,167,5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36665249999714433,space,1.5590752999996766,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,100,,,,,10,8,168,8,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11671520000163582,space,2.464936600001238,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,10,9,169,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1165962999984913,space,1.6283664999973553,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,10,10,170,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167021999972349,space,2.0480912999992142,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,350,,,,,10,11,171,1,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36666280000281404,space,1.6752861000022676,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,10,12,172,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11671370000112802,space,4.236527799999749,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,10,13,173,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.36664160000145785,space,1.2600329000015336,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,10,14,174,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666730000004463,space,0.7639522999998007,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,10,15,175,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.1167325999995228,space,1.8173275999979523,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,850,,,,,11,0,176,6,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666806000001088,space,0.6498440000032133,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,350,,,,,11,1,177,13,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.3666894999987562,space,0.6855280000017956,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,100,,,,,11,2,178,4,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11666880000120727,space,0.6988999999994121,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,100,,,,,11,3,179,12,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.11665329999959795,space,1.0854542999986734,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,2,1100,,,,,11,4,180,15,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116645800000697,space,2.773875800001406,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,1100,,,,,11,5,181,11,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116676899997401,space,2.0337005000001227,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,1,100,,,,,11,6,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.1166720000001078,space,1.1883698999990884,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,2,1,850,,,,,11,7,183,10,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,0.8666320999982418,space,1.8929229000023042,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
,1,2,1100,,,,,11,8,184,7,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,1.116669200000615,space,1.1769109000015305,,,,,,,1,tathum,21,M,2022-10-31_16h11.04.524,GazeCueingPsychoPy,2022.1.3,60.5933176479181,
